FireShape_FireNumber,FireShape_Year,FireShape_Spread1,FireShape_Spread2,FireShape_Spread3,FireShape_Spread4,SIZE_CLASS,FIRE_ORIGIN,GENERAL_CAUSE,FIRE_TYPE,FIRE_POSITION_ON_SLOPE,WEATHER_CONDITIONS_OVER_FIRE,TEMPERATURE,RELATIVE_HUMIDITY,WIND_DIRECTION,WIND_SPEED,INITIAL_ACTION_BY
RWF013,2009,314.3560275,105.7874623,209.3992825,50.32597745,C,Provincial Land,Recreation,Surface,Lower 1/3,Clear,20,37,NE,4,HAC1H
RWF013,2011,252.9810914,65.64109534,137.4952437,,B,Provincial Land,Power Line Industry,Surface,Flat,Clear,22,13,SE,20,Air Tanker
RWF013,2013,219.3804761,27.80996103,140.04171,46.98977088,B,Provincial Land,Recreation,Crown,Middle 1/3,CB Dry,22,25,SW,15,HAC
RWF013,2019,190.0623266,46.40778994,158.8975231,61.08254554,B,Indian Reservation,Resident,Surface,Flat,Clear,11,37,N,5,Land Owner
RWF013,2021,135.9411777,68.56452526,52.603182,90.86049554,B,Private Land,Resident,Ground,Bottom,Clear,20,30,W,4,Land Owner
RWF014,2009,123.5833908,19.49931267,98.41249381,44.37981947,C,Private Land,Resident,Surface,Flat,Clear,18,27,NE,5,FPD Staff
RWF014,2016,511.6621745,55.22131296,244.952281,,C,Provincial Land,Recreation,Surface,Flat,Cloudy,19,29,NW,35,HAC
RWF014,2023,791.9699843,288.8865375,561.8867206,261.9772502,D,Private Land,Undetermined,Surface,Flat,Clear,24,15,SE,10,HAC
RWF015,2009,217.3464456,100.0262857,139.0999835,67.25741627,C,Provincial Land,Recreation,Surface,Flat,Clear,15,25,E,5,FPD Staff
RWF015,2013,2082.062589,655.4551393,1186.750084,222.537723,E,Provincial Land,Forest Industry,Surface,Flat,Clear,24,12,NW,8,HAC
RWF015,2016,148.2389737,24.73099945,129.8901076,27.48971024,B,Provincial Land,Oil & Gas Industry,Ground,Middle 1/3,CB Dry,16,44,N,10,HAC
RWF015,2017,329.7559396,,138.9571614,49.71840576,B,Provincial Land,Oil & Gas Industry,Surface,Upper 1/3,Clear,20,18,W,5,Industry
RWF016,2010,,111.9052541,112.1475559,81.46522322,C,Private Land,Resident,Ground,Flat,Clear,20,18,NW,2,HAC1H
RWF016,2011,591.3127738,283.8025219,478.4665122,286.9830476,D,Provincial Land,Power Line Industry,Surface,Flat,Clear,19,21,E,35,FPD Staff
RWF016,2019,160.8289197,8.588197803,109.8124982,25.78206447,B,Provincial Land,Power Line Industry,Surface,Flat,Clear,21,29,W,5,HAC
RWF018,2011,1173.9317,156.9760065,845.6902438,282.4720911,D,Provincial Land,Power Line Industry,Crown,Flat,Clear,17,31,S,30,FPD Staff
RWF019,2009,78.04360117,33.38902345,62.91356154,30.30854329,B,Provincial Land,Recreation,Surface,Flat,Cloudy,9,45,W,10,FPD Staff
RWF019,2011,129.6915868,77.33494746,105.8907091,83.89217376,B,Provincial Land,Power Line Industry,Surface,Flat,Clear,16,23,SE,10,Industry
RWF019,2015,,69.87582487,202.6992348,125.5857107,C,Private Land,Incendiary,Surface,Flat,Cloudy,11,30,NW,25,Fire Department
RWF019,2021,1462.110257,90.75049943,688.2063838,178.6084646,D,Provincial Land,Oil & Gas Industry,Surface,Flat,Clear,17.8,18,SE,4,HAC
RWF020,2010,122.701311,40.54359176,97.94225489,37.83418023,B,Provincial Land,Lightning,Surface,Flat,Cloudy,17,43,N,15,HAC1H
RWF021,2014,109.0491387,39.44316456,86.32204567,38.28654108,B,Private Land,Resident,Surface,Flat,Clear,21.8,29,NW,15,Land Owner
RWF021,2016,228.7846894,88.46103134,79.77863664,86.22162062,B,Indian Reservation,Resident,Surface,Flat,CB Dry,17,20,NW,2,Fire Department
RWF021,2020,467.9804673,102.1003974,309.6454617,66.14319572,C,Provincial Land,Recreation,Surface,Bottom,CB Dry,20.9,31,E,6,HAC
RWF022,2009,162.3922038,38.90974383,111.1112724,26.67398332,B,Private Land,Resident,Surface,Flat,Clear,18,25,SW,10,HAC1H
RWF022,2011,204.2596089,91.24436229,122.4122313,125.6270161,B,Provincial Land,Power Line Industry,Surface,Flat,Clear,20,30,SW,50,HAC1R
RWF022,2016,128.9053069,58.54019316,76.98011028,50.6517242,B,Provincial Land,Incendiary,Surface,Middle 1/3,Cloudy,12,29,NW,8,HAC
RWF023,2015,109.7886994,22.17737713,88.78767513,37.43550732,B,Provincial Land,Oil & Gas Industry,Surface,Flat,Cloudy,12.7,25,NW,14,Industry
RWF025,2022,261.7956078,20.11762539,188.9479901,17.56057607,B,Provincial Land,Undetermined,Surface,Flat,Cloudy,20,20,CLM,0,HAC
RWF026,2009,226.1505514,38.35070654,157.5641314,85.48205087,B,Provincial Land,Recreation,Ground,Flat,Cloudy,13.5,37,W,9,FPD Staff
RWF026,2018,155.2896809,34.53134498,133.9549265,39.08223249,B,Provincial Land,Undetermined,Surface,Flat,Cloudy,17,43,SW,3,HAC
RWF027,2010,347.3831937,109.1092855,243.039921,86.94615202,C,Provincial Land,Lightning,Surface,Flat,Clear,31,28,E,3,HAC1H
RWF027,2022,141.0446425,36.87329447,118.6476167,43.16104955,B,Provincial Land,Recreation,Surface,Flat,Clear,8,75,W,5,Fire Department
RWF027,2023,14723.066,3034.173711,12344.86274,3134.757123,E,Provincial Land,Lightning,Surface,Flat,Cloudy,19,40,SE,7,HAC
RWF028,2016,117.7536441,32.21038244,115.0406102,47.73336162,B,Private Land,Incendiary,Surface,Flat,Clear,21,23,SE,8,Fire Department
RWF028,2019,209.9450154,105.0727275,178.4512889,114.8422705,C,Provincial Land,Lightning,Surface,Upper 1/3,Cloudy,21,45,SE,15,HAC
RWF029,2006,2972.729667,1130.569564,2743.462385,1059.108663,E,Provincial Land,Lightning,Surface,Flat,Clear,23,33,W,6,Air Tanker
RWF029,2015,358.4648727,272.1502436,241.3191475,181.5429926,C,Provincial Land,Recreation,Surface,Flat,Clear,12,28,NE,20,Industry
RWF029,2021,152.3383246,6.203623572,129.6893471,13.71924216,B,Provincial Land,Power Line Industry,Surface,Flat,Clear,23,27,N,5,HAC
RWF029,2022,198.8778996,86.52254841,178.6990506,114.7651523,C,Private Land,Resident,Surface,Flat,Cloudy,17,40,S,5,Fire Department
RWF030,2021,211.7063104,72.7806462,172.2932905,64.51007619,C,Provincial Land,Incendiary,Surface,Flat,Cloudy,28,30,SE,5,HAC
RWF031,2006,232.5342995,140.3966996,205.5187497,62.540147,C,Provincial Land,Lightning,Crown,Upper 1/3,Cloudy,23,22,E,10,Air Tanker
RWF031,2023,686.7022808,363.4138276,535.8959059,355.1201132,D,Provincial Land,Lightning,Surface,Middle 1/3,Cloudy,23,32,S,15,HAC
RWF032,2011,168.2488623,12.38574015,145.6590583,8.48822684,A,Provincial Land,Restart,Surface,Flat,Cloudy,14,55,E,5,Public
RWF032,2017,305.4644647,66.01830777,179.902084,240.2579458,C,Indian Reservation,Power Line Industry,Crown,Upper 1/3,Cloudy,19,40,S,20,Air Tanker
RWF032,2023,5056.26563,1087.438648,4819.804803,1243.696756,E,Provincial Land,Lightning,Crown,Flat,Cloudy,20,22,NE,4,HAC
RWF034,2022,558.9624832,181.8532412,211.4839471,204.3078664,C,Provincial Land,Power Line Industry,Surface,Flat,Clear,20,22,SE,15,HAC
RWF034,2023,37616.9729,10174.38879,15201.39223,13669.34051,E,Indian Reservation,Lightning,Surface,Flat,Cloudy,20,22,NE,4,HAC
RWF038,2015,306.3338942,23.10328843,200.7340017,34.776359,B,Provincial Land,Resident,Surface,Flat,Clear,17,19,SE,5,HAC
RWF038,2021,227.3081356,55.21711662,63.76937618,45.20690209,B,Provincial Land,Power Line Industry,Ground,Flat,Cloudy,13.2,45,NW,2,HAC
RWF038,2022,2820.345049,968.6708302,1255.611956,853.1510816,E,Provincial Land,Lightning,Crown,Middle 1/3,Clear,22,35,N,15,Air Tanker
RWF039,2009,295.3441559,164.257851,258.6942283,170.1399291,C,Provincial Land,Lightning,Ground,Flat,CB Dry,17,45,SW,8,HAC1H
RWF040,2021,88.42665822,62.11153515,69.84261747,48.65150655,B,Private Land,Resident,Surface,Upper 1/3,Cloudy,21.9,21,W,4,HAC
RWF040,2023,7103.274633,2788.064412,5634.870333,2679.333279,E,Provincial Land,Oil & Gas Industry,Surface,Lower 1/3,Clear,24,14,SE,19,FPD Staff
RWF042,2013,288.0064266,71.41342991,212.7869038,88.6042007,C,Provincial Land,Undetermined,Surface,Flat,Clear,20,25,SE,25,HAC
RWF043,2013,136.8115249,65.97415621,101.191206,71.67366703,B,Provincial Land,Power Line Industry,Surface,Flat,Cloudy,20,35,SE,30,Fire Department
RWF043,2016,245.5683829,3.0950389,187.902424,5.574039441,B,Provincial Land,Power Line Industry,Surface,Middle 1/3,Cloudy,16.5,42,NW,20,HAC
RWF044,2013,503.6830776,230.2067082,235.5168385,214.7870654,C,Provincial Land,Power Line Industry,Surface,Flat,Clear,23.5,24,SE,30,Air Tanker
RWF045,2009,,79.60219052,202.1472489,85.85834299,C,Provincial Land,Recreation,Surface,Flat,Cloudy,22,26,W,35,Air Tanker
RWF045,2024,97.176725,40.90087777,71.79367971,52.3737972,B,Provincial Land,Lightning,Surface,Flat,CB Dry,30,25,S,10,HAC
RWF048,2009,374.0323955,83.11706057,191.1207747,94.53096658,C,Provincial Land,Recreation,Surface,Flat,CB Dry,20,25,SW,6,Public
RWF049,2009,131.3015377,122.1723376,74.55922624,69.25413661,B,Provincial Park,Recreation,Surface,Flat,Cloudy,22,26,SW,2,FPD Staff
RWF052,2009,116.4777919,60.04259768,59.05998559,59.8730242,B,Provincial Land,Recreation,Surface,Flat,Cloudy,15,53,SE,5,Fire Department
RWF052,2018,225.3290614,23.12158557,185.8568006,62.74103776,C,Provincial Land,Lightning,Ground,Middle 1/3,Clear,19,65,S,5,FPD Staff
RWF053,2021,502.1872373,200.1446991,199.0047946,168.4246409,C,Private Land,Power Line Industry,Surface,Flat,Clear,34,22,SE,15,HAC
RWF054,2021,163.8407782,74.7562619,109.0476717,64.00871985,B,Provincial Land,Lightning,Crown,Upper 1/3,CB Wet,21,76,W,5,HAC
RWF061,2015,175.8460005,40.70959949,121.0814084,105.9268991,B,Provincial Land,Incendiary,Surface,Flat,Clear,14,30,SE,2,Fire Department
RWF062,2010,409.0303303,124.2269405,297.1963054,92.08503439,C,Provincial Land,Recreation,Surface,Flat,Clear,25,26,S,22,HAC1H
RWF063,2015,276.5650379,154.2983081,220.5002558,158.148255,C,Provincial Land,Power Line Industry,Surface,Flat,Clear,27,19,SE,15,HAC
RWF063,2024,5964.496293,559.2283243,3809.628319,1025.812309,E,Provincial Land,Lightning,Crown,Middle 1/3,Clear,28,10,W,22,HAC
RWF064,2014,108.648411,43.48851179,79.79936987,24.60590551,B,Provincial Land,Lightning,Surface,Upper 1/3,CB Dry,26,65,SE,5,HAC
RWF064,2022,100.3106552,59.12164438,65.37529595,41.99547982,B,Provincial Land,Incendiary,Ground,Flat,CB Dry,16,47,N,5,UNIT
RWF066,2009,252.3240376,157.2675809,232.8207502,165.4976442,C,Provincial Land,Undetermined,Surface,Flat,Clear,22,24,NW,3,HAC1H
RWF068,2024,130.0416769,39.15908793,83.82331285,40.04738447,B,Provincial Land,Lightning,Ground,Flat,Clear,25.6,23,SE,5,Air Tanker
RWF069,2021,161.3194464,93.52785979,44.86903061,55.78747806,B,Provincial Land,Lightning,Surface,Flat,Clear,23.5,39,W,4,HAC
RWF070,2021,1262.084453,195.8055846,637.8140656,330.2699717,D,Provincial Land,Incendiary,Ground,Bottom,Cloudy,23,19,SE,30,HAC
RWF071,2015,88.28058935,47.1198193,81.92955922,43.35752766,B,Provincial Land,Lightning,Surface,Flat,CB Dry,25,36,E,10,HAC
RWF071,2021,584.0514879,241.7483931,421.0636453,241.824129,D,Provincial Land,Lightning,Surface,Upper 1/3,Cloudy,23,19,SE,30,Air Tanker
RWF072,2009,5209.428725,1817.045597,2677.995077,734.6290879,E,Provincial Land,Prescribed Fire,Surface,Flat,Clear,22,11,SW,10,Air Tanker
RWF073,2010,178.3396087,40.4971904,115.415762,61.16628938,B,Provincial Land,Power Line Industry,Surface,Flat,Cloudy,9,43,W,25,Fire Department
RWF075,2009,38.065619,21.16221303,31.07929572,22.42312375,B,Private Land,Resident,Surface,Flat,Cloudy,18,38,NE,8,Other Agency
RWF083,2009,113.9828657,48.44382411,86.99607195,70.3317311,B,Provincial Land,Lightning,Surface,Flat,Clear,26,30,SE,15,HAC1H
RWF084,2009,339.4615331,112.1014927,312.5786342,108.0087612,C,Provincial Land,Lightning,Crown,Flat,Cloudy,25,30,SW,2,FPD Staff
RWF093,2015,608.5767119,127.5426756,447.7170039,101.3835778,C,Provincial Land,Lightning,Ground,Flat,Clear,31,34,S,1,HAC
RWF094,2016,163.7125554,59.06869371,141.8488511,51.03116332,B,Provincial Land,Forest Industry,Surface,Middle 1/3,Clear,1,46,W,30,Industry
RWF097,2015,113.132183,22.68069038,96.64692114,40.67876242,B,Provincial Land,Lightning,Surface,Flat,Clear,24,39,SW,5,Industry
RWF123,2006,212.6275224,56.92799998,192.3686105,16.99917935,B,Provincial Land,Lightning,Ground,Flat,Clear,20,40,W,10,Air Tanker
RWF126,2015,212.5626505,61.81027336,83.78536433,,B,Provincial Land,Incendiary,Surface,Flat,Clear,14,40,N,15,Fire Department
RWF127,2015,867.0589161,30.44853585,467.0847657,53.8438723,C,Provincial Land,Incendiary,Surface,Flat,Cloudy,15,21,N,5,Fire Department
RWF135,2015,202.6044336,104.0233639,127.9756748,55.11275831,C,Provincial Land,Power Line Industry,Surface,Middle 1/3,Clear,4,40,SE,10,Fire Department
RWF156,2006,212.7834508,30.44289498,132.0444797,36.22809383,B,Provincial Land,Recreation,Surface,Flat,Clear,20,35,W,10,Air Tanker
RWF170,2009,289.212155,117.9471026,197.6663006,126.8330166,C,Private Land,Resident,Surface,Flat,Clear,12,30,W,35,Land Owner
SWF001,2006,292.2367631,54.38014201,180.0571931,45.23567146,B,Indian Reservation,Incendiary,Surface,Flat,Clear,9,65,SW,10,Fire Department
SWF001,2016,495.5211688,246.6675146,319.0147979,238.3832503,C,Private Land,Resident,Ground,Flat,Clear,18,34,W,20,HAC
SWF002,2015,393.7968219,90.39504799,265.1921876,64.43103101,C,Indian Reservation,Resident,Surface,Flat,Clear,12,23,SW,15,FPD Staff
SWF003,2009,217.7198328,60.0566654,137.6826543,47.99634494,B,Private Land,Resident,Surface,Flat,Clear,10,50,W,10,FPD Staff
SWF003,2015,414.8537786,223.1906745,267.1781508,337.0830519,C,Private Land,Resident,Surface,Flat,Clear,4,40,SW,10,Fire Department
SWF003,2023,450.3619548,83.88588607,304.9311571,116.2318031,C,Indian Reservation,Undetermined,Surface,Flat,Clear,12,45,E,15,Fire Department
SWF004,2006,109.1958822,37.70111556,74.34899482,41.884172,B,Provincial Land,Incendiary,Surface,Flat,Clear,15,22,W,6,FPD Staff
SWF004,2011,282.258979,130.7006557,194.1321258,136.6601514,C,Indian Reservation,Resident,Surface,Flat,Cloudy,7,33,N,8,FPD Staff
SWF004,2016,140.9226389,21.66924363,75.28779789,62.86993788,B,Private Land,Resident,Ground,Bottom,Clear,16,35,SE,40,Land Owner
SWF004,2024,1269.602749,654.1915879,955.0440568,1143.523836,E,Private Land,Agriculture Industry,Surface,Flat,Cloudy,6.3,44,W,17,Fire Department
SWF004,2025,126.9805344,75.80582889,114.7665651,63.77477378,B,Private Land,Resident,Surface,Flat,Clear,10,40,NW,2,FPD Staff
SWF005,2015,393.2583576,145.9412712,234.819016,109.1461061,C,Provincial Land,Incendiary,Ground,Flat,Clear,1,43,E,4,Fire Department
SWF005,2019,134.5016127,43.0267663,87.83621296,51.4043553,B,Private Land,Resident,Surface,Flat,Cloudy,20,31,NW,10,HAC
SWF005,2022,128.5657346,22.51927916,116.7423892,18.4613062,B,Private Land,Resident,Ground,Flat,Clear,1,35,SE,5,Fire Department
SWF006,2010,775.7826836,348.7100585,553.3451569,196.5430262,D,Provincial Land,Resident,Surface,Flat,Clear,8,42,SW,8,FPD Staff
SWF006,2014,534.9414106,15.68205118,462.4733342,47.46460436,C,Private Land,Resident,Ground,Flat,Cloudy,11,42,E,20,HAC
SWF006,2016,249.9251537,143.3002221,208.9747287,109.355967,C,Private Land,Resident,Surface,Flat,CB Dry,18,30,SE,16,Land Owner
SWF006,2023,482.3113235,,95.36819977,65.91361481,B,Private Land,Resident,Ground,Flat,Clear,17,25,SE,15,HAC
SWF007,2009,200.5557449,,158.0467476,46.34245876,B,Indian Reservation,Resident,Ground,Flat,Rainshowers,2,100,CLM,0,HAC1F
SWF007,2014,291.2435681,116.5894926,205.5855236,98.4742761,C,Private Land,Incendiary,Surface,Flat,Clear,11,35,E,15,Fire Department
SWF007,2016,180.5078302,39.04117201,170.4938369,52.54609505,B,Private Land,Resident,Ground,Middle 1/3,Cloudy,11,61,SE,20,Fire Department
SWF007,2018,474.3379916,270.3099022,400.5387631,166.3820715,C,Indian Reservation,Resident,Surface,Flat,Cloudy,17,31,SW,18,HAC
SWF007,2020,148.4246327,44.19817669,71.72385237,39.17933262,B,Indian Reservation,Resident,Surface,Flat,Clear,19,30,NE,9,Fire Department
SWF007,2023,353.0443074,29.46738196,157.4696238,75.16388437,B,Private Land,Resident,Ground,Flat,Clear,15,35,E,20,Land Owner
SWF008,2009,112.2809339,73.34564002,85.62233234,79.31432774,B,Indian Reservation,Resident,Surface,Flat,Clear,8,30,E,6,FPD Staff
SWF008,2011,785.2613597,408.7628725,352.1125988,339.4891134,D,Provincial Land,Recreation,Surface,Flat,Clear,12,50,W,5,FPD Staff
SWF008,2022,227.4077555,11.34188624,161.9418976,10.66508597,B,Metis Settlement,Resident,Ground,Bottom,Clear,20,35,E,5,HAC
SWF009,2009,177.7193132,40.48220956,87.05225747,84.96898585,B,Indian Reservation,Resident,Surface,Flat,Clear,5,30,NE,12,Fire Department
SWF009,2011,253.5320467,35.84700741,225.8584474,24.123133,B,Provincial Land,Power Line Industry,Surface,Flat,CB Dry,17,50,W,15,Fire Department
SWF009,2015,884.3413069,119.8339877,635.0587461,145.8135341,C,Indian Reservation,Undetermined,Surface,Flat,Clear,5,70,W,15,Fire Department
SWF009,2022,115.8788503,42.69900696,108.4761309,42.26488331,B,Metis Settlement,Resident,Surface,Bottom,Clear,20,35,E,5,FTAC
SWF010,2006,371.7821956,104.7191111,257.1166333,141.3513805,C,Indian Reservation,Resident,Surface,Flat,CB Dry,15,26,SW,10,Fire Department
SWF010,2011,119.0344441,59.575935,110.7097706,58.13660372,B,Private Land,Resident,Surface,Flat,CB Dry,15,48,W,10,Land Owner
SWF010,2013,333.9403751,135.2898646,247.4311722,150.6379901,C,Private Land,Resident,Ground,Flat,Clear,15,50,W,10,Land Owner
SWF010,2025,102.513269,70.79823418,90.60618092,61.49327556,B,Private Land,Resident,Surface,Flat,Clear,11,41,SW,33,Fire Department
SWF011,2022,1061.168485,357.2433084,916.4843325,397.971145,D,Provincial Land,Recreation,Ground,Flat,Clear,16,28,SE,20,HAC
SWF012,2006,346.0002236,119.3013739,290.7187427,115.4262809,C,Indian Reservation,Resident,Surface,Flat,Cloudy,8.5,47,W,20,Fire Department
SWF012,2022,490.3679813,145.5206484,306.3467543,174.8539126,C,Provincial Land,Power Line Industry,Surface,Flat,Clear,10,39,SE,37,HAC
SWF013,2010,228.7265521,94.0063684,214.6949551,46.99992074,C,Provincial Land,Resident,Surface,Flat,Clear,17,88,SE,15,Public
SWF013,2013,200.6307675,20.14947525,106.9952182,73.04799662,B,Private Land,Resident,Surface,Flat,Clear,20,35,CLM,0,HAC
SWF013,2025,325.3681777,89.63075895,303.8320741,89.31768172,C,Metis Settlement,Undetermined,Surface,Flat,CB Dry,7,35,W,20,FPD Staff
SWF014,2010,337.1229755,18.22764718,290.400156,17.25117799,B,Provincial Land,Resident,Surface,Flat,Clear,18,38,NW,15,HAC1F
SWF014,2014,278.7761279,144.2826256,208.126418,178.9106744,C,Private Land,Resident,Surface,Flat,Clear,3,30,E,7,Land Owner
SWF015,2008,144.8292477,91.41378257,107.1615224,94.85533609,B,Metis Settlement,Resident,Surface,Flat,Clear,17,48,W,15,FPD Staff
SWF015,2021,406.1468044,165.6159693,242.3209475,195.5765371,C,Private Land,Resident,Surface,Flat,CB Dry,17,26,W,30,Land Owner
SWF015,2023,115.6736473,38.66518684,74.71918643,33.91337759,B,Indian Reservation,Resident,Surface,Flat,CB Dry,8,45,E,25,Land Owner
SWF016,2010,726.5184097,233.2510231,476.644215,177.739814,D,Indian Reservation,Resident,Surface,Flat,Clear,17,50,SE,12,HAC1H
SWF016,2014,504.0442048,429.2727087,394.1244447,409.2002396,D,Private Land,Resident,Ground,Flat,Clear,17.5,27,SE,3,Land Owner
SWF016,2023,716.2540837,,447.0348101,264.3439324,C,Provincial Land,Recreation,Ground,Flat,Cloudy,5,50,SE,5,Fire Department
SWF017,2007,140.5697369,56.76846046,101.0679436,54.90862306,B,Indian Reservation,Resident,Surface,Flat,CB Dry,14,40,NW,20,FPD Staff
SWF017,2008,288.5239867,150.529419,131.9208203,106.4568554,C,Private Land,Resident,Surface,Flat,Cloudy,5.5,71,N,15,Land Owner
SWF017,2010,1039.296486,,374.4804224,123.4534557,C,Provincial Land,Resident,Surface,Flat,Clear,18,38,N,15,FPD Staff
SWF017,2017,117.6506491,48.37916937,72.38179083,20.46573608,B,Provincial Land,Lightning,Crown,Flat,Clear,15,58,NW,1,HAC
SWF017,2022,83.94392837,28.79818117,78.28733126,12.92063246,B,Provincial Land,Undetermined,Ground,Flat,Cloudy,20,26,E,2,Fire Department
SWF017,2023,118.9619299,35.69236042,70.26207099,60.8184955,B,Private Land,Resident,Surface,Flat,Clear,12.4,35,E,16,Land Owner
SWF019,2023,135.8428898,30.8341169,94.53133556,14.11153517,B,Private Land,Resident,Ground,Flat,Cloudy,13,25,W,35,HAC
SWF020,2010,,47.59292579,131.1652102,62.71706401,B,Private Land,Resident,Ground,Flat,Clear,12,41,SE,17,FPD Staff
SWF020,2012,384.958739,201.4561637,281.3397149,195.1227416,C,Provincial Land,Power Line Industry,Surface,Lower 1/3,Clear,12.8,25,S,20,Air Tanker
SWF020,2020,219.9354731,151.3508594,179.3284733,99.69409698,C,Private Land,Resident,Ground,Flat,Cloudy,8,66,SE,5,Fire Department
SWF020,2021,99.94646277,44.87438362,83.32870121,40.30870262,B,Indian Reservation,Forest Industry,Ground,Flat,Clear,19,23,SE,19,FTAC
SWF020,2023,270.2421779,154.7502241,201.4630247,108.3649653,C,Provincial Land,Incendiary,Surface,Flat,Clear,3.3,53,W,6,Fire Department
SWF021,2023,138.5536566,87.73219835,109.6516431,83.73599237,B,Provincial Land,Incendiary,Surface,Flat,Clear,3.3,53,W,6,HAC
SWF021,2024,547.6528409,154.3203887,325.5549472,129.9390118,C,Private Land,Undetermined,Surface,Flat,Clear,11,28,NE,15,HAC
SWF022,2010,155.6667353,46.22718257,147.384004,18.87099787,B,Provincial Land,Recreation,Surface,Flat,Clear,21,30,NE,5,HAC1H
SWF022,2012,273.2106748,44.17048762,167.5813572,33.10343726,B,Indian Reservation,Incendiary,Surface,Flat,Cloudy,10,32,SW,22,FTAC
SWF022,2015,414.3402609,118.9299285,162.0967389,48.63063254,C,Private Land,Incendiary,Ground,Flat,Clear,18,29,NE,3,FTAC
SWF022,2019,139.1951628,98.82779277,75.40249316,109.6946775,B,Private Land,Resident,Surface,Flat,Cloudy,6,56,W,3,HAC
SWF022,2021,395.3886731,12.05099323,262.5755232,33.10556966,B,Indian Reservation,Undetermined,Surface,Flat,Clear,19,37,E,25,Air Tanker
SWF022,2023,220.6141734,81.92934248,189.0829188,101.4874014,C,Indian Reservation,Incendiary,Surface,Flat,Clear,3.3,53,W,6,Fire Department
SWF023,2009,80.08735927,46.0694258,65.39870784,54.50321793,B,Metis Settlement,Resident,Surface,Flat,Clear,18,35,S,5,HAC1R
